timestamp,gpu_utilization (%),memory_utilization (%),gpu_power_draw (W),gpu_temperature (°C),gpu_fan_speed (%),gpu_clock_speed (MHz),cpu_utilization (%),memory_usage (%),server_power_draw (W),server_temperature (°C),disk_usage (%),network_bandwidth (Mbps)
2025-03-21 15:14:59.495312,86.32,13.24,149.8,60.2,21.49,852,8.53,40.92,419.66,46.7,25.12,308.86
2025-03-21 15:19:59.495312,26.51,81.42,287.84,83.8,96.28,1517,69.39,47.06,447.8,47.2,78.9,323.02
2025-03-21 15:24:59.495312,23.59,89.86,261.85,84.6,87.59,1530,52.65,34.02,309.74,73.0,91.3,714.01
2025-03-21 15:29:59.495312,92.28,24.52,264.13,69.3,40.84,994,70.25,28.9,530.72,48.4,53.18,54.07
2025-03-21 15:34:59.495312,7.25,19.63,139.04,45.7,69.32,1104,76.06,83.78,265.74,40.0,32.09,140.53
2025-03-21 15:39:59.495312,75.72,21.49,128.66,62.8,93.86,1506,13.03,69.91,200.34,58.5,57.28,951.37
2025-03-21 15:44:59.495312,33.92,62.88,105.21,63.8,27.68,1772,57.03,36.67,580.96,49.2,49.5,227.67
2025-03-21 15:49:59.495312,8.37,62.92,147.41,63.2,60.24,1144,63.49,66.01,356.62,41.3,47.94,447.21
2025-03-21 15:54:59.495312,87.6,77.83,254.84,65.6,56.5,881,51.5,87.26,583.0,62.2,67.11,857.2
2025-03-21 15:59:59.495312,17.57,70.15,148.01,40.8,52.82,800,21.42,15.92,311.17,38.6,33.11,50.1
2025-03-21 16:04:59.495312,54.66,45.98,245.82,72.0,86.85,966,76.6,31.16,225.38,58.5,48.54,928.92
2025-03-21 16:09:59.495312,29.66,59.03,150.38,72.1,50.45,1116,94.77,26.05,509.01,49.4,85.15,100.81
2025-03-21 16:14:59.495312,10.87,65.06,179.06,45.2,25.09,982,92.23,79.58,534.33,44.4,74.72,212.33
2025-03-21 16:19:59.495312,9.49,51.02,296.63,65.7,25.27,1764,74.98,24.34,396.83,72.6,24.17,77.65
2025-03-21 16:24:59.495312,15.4,48.05,148.96,65.6,23.42,1697,42.63,34.65,229.54,44.6,58.54,543.54
2025-03-21 16:29:59.495312,11.42,61.61,175.27,70.7,52.73,1661,35.36,53.51,461.65,45.6,26.85,945.94
2025-03-21 16:34:59.495312,73.45,54.6,160.22,43.8,77.47,1072,11.17,59.69,272.86,69.2,91.81,847.08
2025-03-21 16:39:59.495312,48.7,61.52,121.92,68.2,36.3,1468,42.47,74.65,539.75,35.8,38.35,657.76
2025-03-21 16:44:59.495312,35.86,59.03,197.98,52.6,71.72,1172,19.04,42.59,309.61,34.9,89.95,226.21
2025-03-21 16:49:59.495312,42.65,67.54,175.74,62.8,74.97,1161,27.89,52.74,539.08,42.7,82.55,876.12
2025-03-21 16:54:59.495312,88.61,61.42,238.98,74.8,40.42,1699,85.27,87.24,370.77,56.6,61.35,767.04
2025-03-21 16:59:59.495312,86.97,51.58,263.52,71.8,68.04,1000,92.17,33.79,438.6,47.3,45.22,303.51
2025-03-21 17:04:59.495312,69.41,64.54,208.85,45.4,74.79,991,90.37,29.85,515.83,57.4,84.35,814.83
2025-03-21 17:09:59.495312,84.62,45.96,106.44,66.6,57.33,1140,22.4,66.85,216.18,37.2,31.46,883.29
2025-03-21 17:14:59.495312,33.77,29.33,223.78,83.6,46.94,1098,86.08,71.69,528.47,41.8,33.5,713.31
2025-03-21 17:19:59.495312,39.3,10.11,111.08,47.1,69.53,1305,17.74,43.18,255.46,55.4,36.85,145.36
2025-03-21 17:24:59.495312,60.23,54.8,223.27,78.4,98.23,1387,50.69,27.04,343.37,39.8,64.83,985.03
2025-03-21 17:29:59.495312,61.13,57.25,237.01,71.6,54.15,939,62.93,72.31,389.11,49.0,43.57,122.2
2025-03-21 17:34:59.495312,48.35,87.76,139.55,74.8,51.34,1105,46.62,63.64,558.17,55.8,94.19,671.75
2025-03-21 17:39:59.495312,41.06,38.92,263.87,52.7,57.14,995,90.67,80.1,208.98,73.8,34.63,155.0
2025-03-21 17:44:59.495312,93.76,41.53,282.22,53.0,26.1,860,34.99,77.55,423.68,33.6,80.42,910.14
2025-03-21 17:49:59.495312,78.9,26.14,262.62,80.8,64.25,1787,52.46,26.42,457.01,50.7,27.19,382.48
2025-03-21 17:54:59.495312,44.15,15.64,161.02,56.2,46.3,1768,11.79,76.59,326.63,47.8,46.51,535.93
2025-03-21 17:59:59.495312,70.46,71.82,217.33,42.8,29.71,1159,81.7,24.01,316.19,67.1,38.28,219.82
2025-03-21 18:04:59.495312,29.26,29.97,282.96,67.0,57.3,1106,42.2,79.1,396.19,70.5,93.26,569.23
2025-03-21 18:09:59.495312,14.02,58.71,164.13,45.6,20.27,1279,68.05,71.63,274.84,70.8,21.93,941.9
2025-03-21 18:14:59.495312,36.72,65.02,264.01,75.8,52.14,1132,66.4,55.59,387.25,46.9,74.13,906.55
2025-03-21 18:19:59.495312,41.27,47.7,101.9,68.9,28.46,1665,65.86,61.38,506.01,43.7,38.58,110.7
2025-03-21 18:24:59.495312,6.49,80.11,100.73,79.4,21.94,882,50.62,18.33,538.16,50.2,80.84,409.35
2025-03-21 18:29:59.495312,78.33,45.5,251.94,75.3,85.96,1133,29.98,13.19,354.06,45.5,43.34,304.06
2025-03-21 18:34:59.495312,37.33,32.79,252.29,45.0,93.3,1316,61.26,36.45,446.92,62.3,34.05,507.29
2025-03-21 18:39:59.495312,57.24,81.68,257.8,57.1,36.61,1530,91.56,75.71,200.01,39.6,71.98,842.04
2025-03-21 18:44:59.495312,11.66,78.93,286.01,74.9,63.14,1723,80.06,47.26,420.14,59.6,39.32,751.91
2025-03-21 18:49:59.495312,20.75,23.12,123.58,58.8,42.24,1565,14.79,27.87,590.09,71.7,56.42,376.78
2025-03-21 18:54:59.495312,85.07,12.08,146.4,83.8,59.49,1273,7.09,76.76,324.91,42.6,29.87,413.53
2025-03-21 18:59:59.495312,59.78,17.2,280.74,73.1,54.93,1193,49.91,28.29,437.91,60.5,74.34,671.54
2025-03-21 19:04:59.495312,90.53,32.92,135.45,40.7,41.52,1399,74.82,75.24,504.91,36.5,50.51,234.51
2025-03-21 19:09:59.495312,94.89,87.78,236.45,79.6,76.03,1520,33.25,46.24,443.57,35.5,30.54,147.59
2025-03-21 19:14:59.495312,38.47,54.68,206.09,44.5,30.12,1491,68.11,47.08,367.4,35.2,75.62,280.46
2025-03-21 19:19:59.495312,31.89,39.86,116.64,46.3,24.25,1519,88.87,31.82,261.03,36.2,27.75,167.83
2025-03-21 19:24:59.495312,82.25,81.1,157.05,73.1,81.41,1584,46.31,82.01,385.48,39.7,63.11,384.39
2025-03-21 19:29:59.495312,94.88,46.25,204.07,78.9,73.27,1376,26.97,17.1,317.91,55.3,65.56,940.69
2025-03-21 19:34:59.495312,61.67,35.22,270.47,64.1,59.88,1179,87.6,21.55,478.37,64.5,89.78,164.28
2025-03-21 19:39:59.495312,76.56,85.3,241.51,53.0,57.42,820,47.5,60.87,376.77,35.7,31.32,827.41
2025-03-21 19:44:59.495312,75.36,77.96,224.38,55.8,59.79,1749,41.71,78.01,539.95,69.2,69.0,557.92
2025-03-21 19:49:59.495312,36.98,77.49,199.21,55.4,54.96,1678,36.8,17.64,277.33,67.9,48.56,651.26
2025-03-21 19:54:59.495312,56.68,50.98,159.74,54.7,51.43,976,43.07,68.7,367.09,62.7,50.06,211.58
2025-03-21 19:59:59.495312,79.98,73.16,123.85,50.9,59.98,1162,65.63,69.4,423.0,49.2,57.64,193.8
2025-03-21 20:04:59.495312,66.93,24.35,181.82,67.4,62.28,821,44.03,56.52,250.41,30.1,37.53,204.61
2025-03-21 20:09:59.495312,6.9,55.86,105.7,80.5,75.35,1636,34.18,48.94,435.16,63.1,54.59,683.71
2025-03-21 20:14:59.495312,35.3,88.71,142.21,53.8,76.9,1759,71.93,35.69,316.37,69.6,71.51,760.4
2025-03-21 20:19:59.495312,18.0,33.28,186.5,48.4,50.21,1347,23.27,38.12,291.81,45.1,54.28,924.23
2025-03-21 20:24:59.495312,25.97,73.55,183.72,77.7,53.08,1049,23.17,63.95,256.76,62.3,23.19,428.28
2025-03-21 20:29:59.495312,86.49,49.24,108.86,73.4,49.9,1460,67.68,15.22,339.95,32.8,39.34,488.87
2025-03-21 20:34:59.495312,8.32,13.18,217.81,81.9,62.92,1751,83.0,56.79,571.59,61.9,46.36,496.12
2025-03-21 20:39:59.495312,24.78,71.04,209.94,47.4,56.27,872,26.71,32.3,212.4,33.1,46.6,306.4
2025-03-21 20:44:59.495312,32.86,23.49,115.62,46.5,91.17,890,22.2,47.33,540.86,56.4,26.08,361.82
2025-03-21 20:49:59.495312,60.52,60.52,288.63,64.4,75.71,975,65.33,54.72,358.94,56.9,53.72,854.48
2025-03-21 20:54:59.495312,53.07,16.85,119.88,67.6,91.89,925,60.87,80.85,424.64,43.6,71.9,376.54
2025-03-21 20:59:59.495312,24.64,85.75,270.97,61.6,76.73,1003,45.25,56.33,405.12,33.6,23.65,875.64
2025-03-21 21:04:59.495312,19.78,33.34,100.06,67.0,97.68,1713,13.63,28.17,570.3,72.7,76.32,340.0
2025-03-21 21:09:59.495312,26.31,28.12,276.46,48.1,70.86,1045,13.26,16.36,508.05,54.1,91.63,372.89
2025-03-21 21:14:59.495312,50.23,20.33,103.94,61.6,97.08,1410,74.96,60.16,593.93,56.1,20.7,582.27
2025-03-21 21:19:59.495312,29.41,85.68,251.56,69.6,32.65,1070,45.66,53.6,517.77,57.7,34.53,147.97
2025-03-21 21:24:59.495312,90.28,66.95,172.34,59.5,24.2,843,82.22,63.74,318.36,70.1,60.76,925.96
2025-03-21 21:29:59.495312,46.75,69.33,247.64,70.6,66.33,1533,56.73,46.75,585.15,32.7,36.35,829.38
2025-03-21 21:34:59.495312,10.29,49.95,180.35,60.3,98.68,1740,60.69,76.01,593.43,70.2,77.35,686.98
2025-03-21 21:39:59.495312,70.63,47.98,114.18,55.0,53.41,1408,89.08,83.61,249.24,40.8,43.41,988.72
2025-03-21 21:44:59.495312,34.6,18.8,253.5,53.7,36.96,1347,19.82,13.2,560.42,33.5,42.02,65.2
2025-03-21 21:49:59.495312,63.81,54.79,114.25,58.5,61.72,967,53.87,69.53,465.68,59.6,20.07,440.51
2025-03-21 21:54:59.495312,30.16,29.75,284.42,41.0,71.9,1234,10.23,12.81,568.8,74.0,40.26,865.43
2025-03-21 21:59:59.495312,56.37,88.17,110.19,70.1,45.21,829,37.3,45.61,566.3,32.6,36.33,461.37
2025-03-21 22:04:59.495312,74.49,73.73,195.87,78.0,77.18,1593,18.33,46.93,556.55,49.2,45.74,54.98
2025-03-21 22:09:59.495312,88.52,43.04,244.61,56.0,98.01,1396,21.91,65.7,554.11,53.8,31.07,199.87
2025-03-21 22:14:59.495312,28.5,22.11,178.65,42.1,91.76,1156,89.13,38.19,247.06,41.3,64.6,462.37
2025-03-21 22:19:59.495312,35.14,72.83,143.45,84.4,43.33,1290,59.96,75.67,257.41,74.2,37.91,684.55
2025-03-21 22:24:59.495312,46.78,19.76,251.82,51.9,46.14,1432,85.29,37.43,247.11,58.8,82.38,204.52
2025-03-21 22:29:59.495312,88.45,25.15,256.86,45.7,49.72,1598,44.92,37.4,236.41,68.0,41.34,475.64
2025-03-21 22:34:59.495312,86.12,26.92,284.54,56.6,51.56,1047,58.79,27.82,341.31,48.7,35.82,62.15
2025-03-21 22:39:59.495312,13.09,54.55,175.23,73.2,28.03,1495,7.89,64.71,473.58,45.9,24.26,503.63
2025-03-21 22:44:59.495312,16.87,72.96,201.25,53.2,80.96,1052,47.26,16.13,341.88,54.9,75.49,901.13
2025-03-21 22:49:59.495312,49.6,35.15,172.63,65.9,49.23,1756,55.77,39.04,488.12,49.6,58.12,616.93
2025-03-21 22:54:59.495312,14.6,16.77,151.42,58.7,90.39,1584,6.51,31.35,528.11,62.2,28.53,468.62
2025-03-21 22:59:59.495312,36.1,47.16,250.21,45.3,94.16,1520,76.05,28.35,466.49,42.0,36.6,204.15
2025-03-21 23:04:59.495312,18.35,69.85,167.93,54.9,21.95,1665,31.59,14.88,386.04,50.2,94.9,242.3
2025-03-21 23:09:59.495312,62.24,27.73,185.63,72.6,99.08,1181,45.72,25.23,318.21,70.3,80.45,122.68
2025-03-21 23:14:59.495312,90.45,27.59,180.73,67.5,76.8,1335,53.21,45.7,249.76,64.0,46.24,755.29
2025-03-21 23:19:59.495312,94.71,85.78,242.53,45.4,61.63,1433,94.3,50.3,397.46,37.6,60.69,123.28
2025-03-21 23:24:59.495312,38.77,86.33,283.56,47.3,51.16,1536,13.93,31.56,487.84,69.9,51.2,414.75
2025-03-21 23:29:59.495312,58.91,89.24,233.35,68.8,61.48,1699,54.98,62.02,419.3,56.5,22.73,762.35
2025-03-21 23:34:59.495312,82.06,74.61,194.32,76.6,45.97,1704,52.75,36.86,488.59,60.6,78.4,727.18
2025-03-21 23:39:59.495312,15.57,25.05,255.84,55.7,69.82,1697,11.2,39.38,334.09,43.2,73.77,598.66
2025-03-21 23:44:59.495312,67.06,26.96,228.19,66.8,27.44,1218,62.05,72.61,226.72,49.9,50.66,592.74
2025-03-21 23:49:59.495312,41.8,37.22,112.12,47.7,69.69,922,30.82,54.16,508.44,66.3,83.44,135.81
2025-03-21 23:54:59.495312,23.55,35.45,119.13,54.0,42.03,1093,14.34,86.25,287.89,44.9,60.11,216.17
2025-03-21 23:59:59.495312,41.25,86.52,107.58,40.9,21.41,1484,21.08,38.74,446.51,37.4,24.89,558.01
2025-03-22 00:04:59.495312,11.84,73.13,191.36,74.6,64.22,942,79.12,76.23,521.72,47.0,39.46,380.68
2025-03-22 00:09:59.495312,67.59,67.92,265.17,58.0,66.28,1737,14.37,69.07,255.64,33.1,54.63,67.99
2025-03-22 00:14:59.495312,27.75,24.88,162.62,76.7,54.13,1698,47.02,81.22,439.4,62.3,27.76,808.26
2025-03-22 00:19:59.495312,33.03,82.76,176.83,71.9,25.78,1310,22.57,86.54,475.75,36.6,62.83,671.12
2025-03-22 00:24:59.495312,15.9,76.23,281.9,77.3,91.47,1726,19.61,10.61,498.61,42.8,29.04,359.5
2025-03-22 00:29:59.495312,82.82,23.09,267.38,52.9,68.91,1747,23.51,17.06,259.07,69.6,35.04,143.29
2025-03-22 00:34:59.495312,49.41,79.69,233.01,48.3,29.26,1480,49.35,63.95,530.05,54.3,87.05,611.64
2025-03-22 00:39:59.495312,56.49,31.78,153.36,83.7,60.87,856,26.4,41.22,237.66,44.5,94.99,381.12
2025-03-22 00:44:59.495312,56.25,16.47,123.41,72.3,59.78,841,13.71,75.53,407.83,54.6,61.27,292.62
2025-03-22 00:49:59.495312,41.94,62.55,103.21,77.5,24.83,1620,77.13,10.96,377.37,39.8,66.47,735.4
2025-03-22 00:54:59.495312,22.33,62.3,121.4,40.6,68.55,1430,53.58,74.56,288.71,31.1,79.81,361.74
2025-03-22 00:59:59.495312,72.06,17.59,158.52,56.0,84.67,920,19.12,20.82,320.77,57.2,72.21,179.25
2025-03-22 01:04:59.495312,16.44,35.51,210.36,73.4,79.92,1623,47.43,33.22,265.77,62.1,33.68,507.57
2025-03-22 01:09:59.495312,14.35,89.43,112.8,43.5,36.24,1562,11.15,87.53,370.29,69.6,50.88,837.04
2025-03-22 01:14:59.495312,68.91,64.27,127.25,65.5,88.98,1142,57.24,14.13,214.2,64.7,60.13,857.18
2025-03-22 01:19:59.495312,23.8,68.41,136.22,59.3,47.4,1131,35.63,37.92,555.57,71.7,46.98,856.88
2025-03-22 01:24:59.495312,32.61,27.03,226.4,40.8,95.72,1255,14.32,16.76,265.39,74.4,33.21,449.87
2025-03-22 01:29:59.495312,47.77,16.3,223.16,50.6,25.74,1236,21.53,78.29,554.41,63.5,75.21,801.39
2025-03-22 01:34:59.495312,45.44,32.15,210.15,52.8,58.9,1140,36.11,66.24,545.43,69.1,34.91,857.72
2025-03-22 01:39:59.495312,68.77,29.91,150.1,45.0,67.77,1140,77.58,74.03,380.67,60.3,39.54,486.56
2025-03-22 01:44:59.495312,61.11,28.76,174.22,68.4,39.81,1215,20.64,52.18,399.09,37.7,41.49,352.8
2025-03-22 01:49:59.495312,63.0,25.42,119.34,50.9,81.71,1648,14.87,38.62,320.77,38.2,32.13,716.87
2025-03-22 01:54:59.495312,69.26,55.98,145.29,52.5,70.15,981,51.43,10.18,598.75,35.0,83.72,909.25
2025-03-22 01:59:59.495312,31.34,36.25,279.54,80.4,21.45,1476,55.28,32.23,468.31,72.4,65.8,973.54
2025-03-22 02:04:59.495312,34.01,75.63,295.94,61.0,68.67,1783,13.12,51.16,580.72,60.3,82.61,325.71
2025-03-22 02:09:59.495312,44.42,24.72,229.53,57.6,59.32,1063,30.6,63.15,365.92,65.5,57.03,958.36
2025-03-22 02:14:59.495312,32.67,47.17,283.36,72.6,35.68,1009,28.65,28.31,553.21,44.9,58.97,524.32
2025-03-22 02:19:59.495312,93.64,11.09,228.55,80.9,99.66,1322,21.76,21.11,379.29,50.7,66.21,340.73
2025-03-22 02:24:59.495312,78.26,48.53,106.64,41.1,91.77,981,33.41,26.13,546.73,31.8,47.82,988.98
2025-03-22 02:29:59.495312,19.82,14.47,299.35,60.2,43.4,1243,8.34,38.33,252.37,70.0,57.24,883.92
2025-03-22 02:34:59.495312,5.5,88.22,119.79,67.5,63.29,1050,63.64,21.87,454.74,68.4,61.02,707.8
2025-03-22 02:39:59.495312,8.85,73.25,236.53,54.3,45.32,937,93.96,22.55,471.48,65.3,91.52,900.2
2025-03-22 02:44:59.495312,26.97,49.21,150.57,74.8,82.04,1017,62.06,13.5,462.47,32.6,86.22,697.41
2025-03-22 02:49:59.495312,15.29,16.93,178.4,83.7,94.43,1550,37.5,78.54,378.81,37.8,29.69,468.38
2025-03-22 02:54:59.495312,53.0,57.4,229.19,82.5,48.71,1253,65.11,27.58,473.57,45.0,23.1,950.65
2025-03-22 02:59:59.495312,82.22,70.7,187.3,52.0,84.45,1682,56.44,75.75,295.79,41.8,71.03,965.09
2025-03-22 03:04:59.495312,71.31,25.26,150.11,50.2,59.87,1648,81.21,45.06,438.34,67.7,23.69,348.47
2025-03-22 03:09:59.495312,24.4,55.46,166.89,83.1,51.73,886,60.97,60.6,421.69,38.8,24.53,386.68
2025-03-22 03:14:59.495312,40.94,75.14,168.31,60.6,95.07,1609,62.07,16.06,327.34,53.9,31.94,413.58
2025-03-22 03:19:59.495312,50.71,71.46,291.86,49.4,60.83,1092,24.95,56.69,511.55,55.7,46.38,831.04
2025-03-22 03:24:59.495312,77.92,74.24,259.72,71.8,57.39,891,42.41,33.2,232.35,49.1,52.62,801.59
2025-03-22 03:29:59.495312,80.52,80.35,191.71,52.8,73.79,1007,36.0,17.62,268.58,40.8,58.95,983.96
2025-03-22 03:34:59.495312,86.87,85.01,139.96,52.0,40.9,1003,6.03,82.66,388.46,73.2,94.42,491.95
2025-03-22 03:39:59.495312,50.83,42.44,262.2,79.6,45.98,985,33.2,58.29,556.69,48.6,48.89,749.93
2025-03-22 03:44:59.495312,67.48,55.5,131.44,47.3,94.56,884,48.75,29.34,430.06,62.7,38.21,863.88
2025-03-22 03:49:59.495312,15.06,73.25,142.09,42.9,74.28,1626,58.99,43.57,536.83,38.3,63.14,260.17
2025-03-22 03:54:59.495312,55.88,65.77,173.2,52.1,86.13,1463,89.11,38.55,407.03,67.0,36.14,639.53
2025-03-22 03:59:59.495312,27.38,89.64,276.07,67.3,41.69,955,26.52,66.05,514.18,39.7,90.54,570.32
2025-03-22 04:04:59.495312,43.85,11.09,126.36,45.5,63.5,1092,18.72,58.59,330.32,60.4,39.44,755.69
2025-03-22 04:09:59.495312,62.06,38.41,124.45,61.2,97.71,1332,83.25,11.58,526.06,52.8,94.25,710.66
2025-03-22 04:14:59.495312,28.13,32.48,198.79,68.2,45.5,960,89.77,25.83,360.67,36.6,51.4,822.15
2025-03-22 04:19:59.495312,9.7,30.99,155.28,78.2,32.84,1185,48.92,48.25,423.53,31.1,80.95,345.59
2025-03-22 04:24:59.495312,5.92,27.8,213.75,50.3,60.87,1284,15.37,45.64,270.35,71.9,68.62,255.54
2025-03-22 04:29:59.495312,6.99,66.73,190.33,76.8,51.03,1302,48.68,51.33,568.17,35.7,90.01,814.94
2025-03-22 04:34:59.495312,5.75,16.78,186.99,50.6,32.77,1650,14.85,67.18,480.58,61.7,66.91,392.54
2025-03-22 04:39:59.495312,14.93,69.33,122.39,70.5,91.08,955,84.49,64.56,543.54,59.4,63.59,323.19
2025-03-22 04:44:59.495312,26.55,65.47,128.21,59.4,99.26,942,68.73,39.83,283.15,45.4,68.96,369.98
2025-03-22 04:49:59.495312,24.91,30.06,264.22,45.2,65.49,1568,26.7,80.21,227.07,38.3,78.98,113.04
2025-03-22 04:54:59.495312,93.81,30.23,277.18,72.1,81.97,1418,84.8,15.03,334.88,38.0,87.41,784.49
2025-03-22 04:59:59.495312,32.54,60.31,146.94,49.8,88.72,1083,62.41,56.76,406.67,56.3,40.01,729.4
2025-03-22 05:04:59.495312,16.47,70.97,122.69,47.9,76.08,1361,90.79,85.97,520.95,54.6,35.07,575.06
2025-03-22 05:09:59.495312,54.1,80.12,110.68,56.1,23.53,834,93.24,53.93,359.09,69.4,22.58,730.28
2025-03-22 05:14:59.495312,82.22,78.17,221.66,69.4,32.61,1023,5.3,46.41,307.98,58.8,47.76,404.48
2025-03-22 05:19:59.495312,66.03,87.19,243.07,50.5,25.68,1467,15.82,20.71,349.02,66.9,83.46,330.6
2025-03-22 05:24:59.495312,31.65,56.51,174.56,48.3,20.79,1192,54.22,74.82,481.44,31.5,25.24,869.19
2025-03-22 05:29:59.495312,55.55,82.69,235.94,40.4,44.48,1207,91.03,39.9,334.49,60.2,60.39,451.33
2025-03-22 05:34:59.495312,69.34,74.68,242.59,61.2,51.39,1502,94.48,66.1,591.67,40.5,72.11,236.12
2025-03-22 05:39:59.495312,70.53,81.57,287.07,59.3,39.28,1187,56.07,25.8,269.99,41.4,82.76,761.59
2025-03-22 05:44:59.495312,64.99,10.93,112.97,50.5,25.17,1495,20.64,13.35,501.24,62.4,63.76,369.08
2025-03-22 05:49:59.495312,83.37,87.27,138.46,42.4,62.39,1548,19.67,34.44,435.67,65.7,33.97,251.26
2025-03-22 05:54:59.495312,83.31,47.88,113.71,59.3,41.87,1096,73.75,32.51,293.24,46.7,92.34,75.85
2025-03-22 05:59:59.495312,57.1,73.85,273.6,75.5,83.68,1122,58.27,79.88,501.45,65.6,27.1,972.07
2025-03-22 06:04:59.495312,43.69,20.18,258.52,72.2,20.64,1615,54.39,79.17,379.02,50.0,77.67,493.92
2025-03-22 06:09:59.495312,62.74,41.68,214.93,78.7,87.4,1653,46.92,52.71,472.96,68.6,26.49,203.67
2025-03-22 06:14:59.495312,78.64,31.72,116.73,40.4,96.38,1287,70.26,11.52,464.9,31.1,30.76,769.92
2025-03-22 06:19:59.495312,5.51,33.33,154.66,83.5,77.29,1369,82.22,28.27,244.26,33.8,87.37,893.27
2025-03-22 06:24:59.495312,94.28,19.86,159.54,55.4,78.69,838,32.27,61.12,535.99,64.9,76.48,551.57
2025-03-22 06:29:59.495312,21.46,74.46,212.15,84.6,94.68,1304,24.88,18.11,472.59,58.1,47.41,76.94
2025-03-22 06:34:59.495312,47.32,10.74,151.61,51.4,36.73,1302,65.32,66.05,512.23,55.2,67.9,396.89
2025-03-22 06:39:59.495312,83.48,35.0,114.59,61.2,99.57,1552,87.33,10.96,379.11,57.6,54.29,280.95
2025-03-22 06:44:59.495312,25.25,23.95,246.15,55.9,81.88,1336,36.33,64.6,278.02,71.9,24.99,654.58
2025-03-22 06:49:59.495312,47.91,57.12,159.82,56.0,78.13,1115,29.52,77.56,330.49,59.5,74.08,542.91
2025-03-22 06:54:59.495312,16.93,30.34,190.47,77.9,48.89,1295,25.35,47.54,560.59,59.1,77.24,387.95
2025-03-22 06:59:59.495312,40.56,30.72,125.53,73.6,63.66,916,27.9,76.33,575.21,64.2,86.18,666.08
2025-03-22 07:04:59.495312,20.94,49.07,260.51,84.6,72.31,1141,17.14,72.52,392.75,69.0,60.55,605.21
2025-03-22 07:09:59.495312,37.73,62.22,213.11,67.6,69.63,1681,58.71,63.71,319.52,41.8,70.49,911.17
2025-03-22 07:14:59.495312,38.61,19.7,280.32,60.8,76.4,1039,30.27,45.61,492.12,57.8,52.85,616.96
2025-03-22 07:19:59.495312,94.39,24.04,199.09,44.1,26.59,1486,60.34,31.75,506.4,56.3,43.92,532.33
2025-03-22 07:24:59.495312,94.53,29.77,288.29,84.8,48.45,1793,12.47,78.87,526.19,36.1,50.88,832.49
2025-03-22 07:29:59.495312,15.33,87.9,278.37,64.8,54.72,1244,15.39,61.89,212.43,53.4,88.38,242.3
2025-03-22 07:34:59.495312,70.34,41.77,215.29,71.5,40.85,1651,53.25,73.84,203.89,33.1,32.31,281.39
2025-03-22 07:39:59.495312,9.66,57.92,286.78,58.3,33.81,1539,51.04,54.16,342.86,38.3,38.64,794.39
2025-03-22 07:44:59.495312,7.72,29.32,164.62,64.6,31.11,1796,29.44,23.75,261.0,71.1,65.46,470.23
2025-03-22 07:49:59.495312,14.48,49.24,173.13,82.4,49.31,1286,79.44,88.36,521.99,35.4,28.72,438.77
2025-03-22 07:54:59.495312,91.89,15.93,109.1,47.5,59.48,1564,21.83,24.62,413.14,56.1,86.89,892.72
2025-03-22 07:59:59.495312,89.68,12.78,217.84,53.2,25.04,1210,37.46,82.9,530.14,44.6,23.54,629.6
2025-03-22 08:04:59.495312,22.45,47.5,244.38,46.8,95.72,1691,55.0,26.65,270.77,55.0,76.65,812.76
2025-03-22 08:09:59.495312,19.55,41.89,254.7,75.6,81.22,1422,83.05,39.9,450.89,40.6,48.03,819.35
2025-03-22 08:14:59.495312,26.65,20.95,129.96,42.8,78.47,1552,42.67,45.21,432.07,50.0,23.84,164.03
2025-03-22 08:19:59.495312,51.4,65.01,188.83,43.7,33.83,1535,40.87,83.71,336.15,69.0,83.22,671.02
2025-03-22 08:24:59.495312,56.27,89.43,135.37,53.4,68.3,1097,57.16,81.06,406.83,46.9,68.03,954.89
2025-03-22 08:29:59.495312,24.94,41.65,232.43,63.1,62.38,851,33.5,75.86,435.61,45.9,20.66,506.03
2025-03-22 08:34:59.495312,73.1,59.96,131.59,58.3,98.6,1532,68.83,40.13,555.8,50.1,40.06,745.57
2025-03-22 08:39:59.495312,32.86,87.04,280.83,42.0,79.81,1103,27.38,10.36,222.26,34.5,46.4,588.4
2025-03-22 08:44:59.495312,87.99,76.52,146.13,83.1,66.06,1087,79.09,64.53,529.35,47.4,44.19,244.6
2025-03-22 08:49:59.495312,64.11,47.08,158.28,82.9,88.07,1463,29.51,42.88,592.06,30.3,57.38,235.43
2025-03-22 08:54:59.495312,44.27,69.0,270.18,52.6,32.41,1698,94.34,70.56,492.71,52.7,59.51,462.14
2025-03-22 08:59:59.495312,76.09,20.25,191.69,72.9,21.22,917,33.48,73.59,494.94,68.2,49.76,508.84
2025-03-22 09:04:59.495312,78.61,50.97,104.8,66.0,75.22,1722,84.09,45.18,287.19,54.8,44.88,527.98
2025-03-22 09:09:59.495312,31.14,32.32,198.92,50.7,27.86,1768,40.76,69.85,409.23,57.3,57.83,957.25
2025-03-22 09:14:59.495312,35.57,22.89,116.91,51.8,29.23,1223,27.14,77.19,482.38,31.4,22.52,145.24
2025-03-22 09:19:59.495312,89.24,44.1,297.07,62.1,79.57,1590,25.35,84.28,440.91,68.7,68.39,411.5
2025-03-22 09:24:59.495312,19.83,20.48,217.62,58.9,41.64,1446,81.52,56.6,354.05,47.3,65.45,538.82
2025-03-22 09:29:59.495312,8.79,65.92,151.31,53.1,70.29,1008,32.79,72.28,576.05,73.9,40.94,964.96
